empnum,exitdate,exittype,exitreason
4398,2022-06-29,Termination (Involuntary),Redundancy
4399,2022-06-29,Termination (Involuntary),Redundancy
4407,2022-06-29,Termination (Involuntary),Redundancy
4422,2022-06-29,Termination (Involuntary),Redundancy
4423,2022-06-29,Termination (Involuntary),Redundancy
4454,2022-06-29,Termination (Involuntary),Redundancy
4466,2022-06-29,Termination (Involuntary),Redundancy
4491,2022-06-29,Termination (Involuntary),Redundancy
4495,2022-06-29,Termination (Involuntary),Redundancy
4594,2022-06-29,Termination (Involuntary),Redundancy
4598,2022-06-29,Termination (Involuntary),Redundancy
4601,2022-06-29,Termination (Involuntary),Redundancy
4611,2022-06-29,Termination (Involuntary),Redundancy
4612,2022-06-29,Termination (Involuntary),Redundancy
4617,2022-06-29,Termination (Involuntary),Redundancy
4689,2022-06-29,Termination (Involuntary),Redundancy
4691,2022-06-29,Termination (Involuntary),Redundancy
4692,2022-06-29,Termination (Involuntary),Redundancy
4701,2022-06-29,Termination (Involuntary),Redundancy
4706,2022-06-29,Termination (Involuntary),Redundancy
4712,2022-06-29,Termination (Involuntary),Redundancy
4835,2022-06-29,Termination (Involuntary),Redundancy
4858,2022-06-29,Termination (Involuntary),Redundancy
4866,2022-06-29,Termination (Involuntary),Redundancy
4894,2022-06-29,Termination (Involuntary),Redundancy
4901,2022-06-29,Termination (Involuntary),Redundancy
4918,2022-06-29,Termination (Involuntary),Redundancy
4932,2022-06-29,Termination (Involuntary),Redundancy
4945,2022-06-29,Termination (Involuntary),Redundancy
5097,2022-06-29,Termination (Involuntary),Redundancy
5103,2022-06-29,Termination (Involuntary),Redundancy
5125,2022-06-29,Termination (Involuntary),Redundancy
5143,2022-06-29,Termination (Involuntary),Redundancy
5147,2022-06-29,Termination (Involuntary),Redundancy
5150,2022-06-29,Termination (Involuntary),Redundancy
5159,2022-06-29,Termination (Involuntary),Redundancy
5227,2022-06-29,Termination (Involuntary),Redundancy
5229,2022-06-29,Termination (Involuntary),Redundancy
5241,2022-06-29,Termination (Involuntary),Redundancy
5248,2022-06-29,Termination (Involuntary),Redundancy
5399,2022-06-29,Termination (Involuntary),Redundancy
5407,2022-06-29,Termination (Involuntary),Redundancy
5411,2022-06-29,Termination (Involuntary),Redundancy
5424,2022-06-29,Termination (Involuntary),Redundancy
5603,2022-06-29,Termination (Involuntary),Redundancy
5608,2022-06-29,Termination (Involuntary),Redundancy
459,2022-06-28,Termination (Involuntary),Redundancy
732,2022-06-28,Termination (Involuntary),Redundancy
934,2022-06-28,Termination (Involuntary),Redundancy
940,2022-06-28,Termination (Involuntary),Redundancy
990,2022-06-28,Termination (Involuntary),Redundancy
1195,2022-06-28,Termination (Involuntary),Redundancy
1288,2022-06-28,Termination (Involuntary),Redundancy
1547,2022-06-28,Termination (Involuntary),Redundancy
1579,2022-06-28,Termination (Involuntary),Redundancy
1609,2022-06-28,Termination (Involuntary),Redundancy
1767,2022-06-28,Termination (Involuntary),Redundancy
1769,2022-06-28,Termination (Involuntary),Redundancy
1776,2022-06-28,Termination (Involuntary),Redundancy
1915,2022-06-28,Termination (Involuntary),Redundancy
2068,2022-06-28,Termination (Involuntary),Redundancy
2094,2022-06-28,Termination (Involuntary),Redundancy
2096,2022-06-28,Termination (Involuntary),Redundancy
2105,2022-06-28,Termination (Involuntary),Redundancy
2242,2022-06-28,Termination (Involuntary),Redundancy
2261,2022-06-28,Termination (Involuntary),Redundancy
2278,2022-06-28,Termination (Involuntary),Redundancy
2406,2022-06-28,Termination (Involuntary),Redundancy
2498,2022-06-28,Termination (Involuntary),Redundancy
2504,2022-06-28,Termination (Involuntary),Redundancy
3444,2022-06-28,Termination (Involuntary),Redundancy
3455,2022-06-28,Termination (Involuntary),Redundancy
3477,2022-06-28,Termination (Involuntary),Redundancy
3480,2022-06-28,Termination (Involuntary),Redundancy
3491,2022-06-28,Termination (Involuntary),Redundancy
3495,2022-06-28,Termination (Involuntary),Redundancy
3497,2022-06-28,Termination (Involuntary),Redundancy
3507,2022-06-28,Termination (Involuntary),Redundancy
3509,2022-06-28,Termination (Involuntary),Redundancy
3512,2022-06-28,Termination (Involuntary),Redundancy
3531,2022-06-28,Termination (Involuntary),Redundancy
3561,2022-06-28,Termination (Involuntary),Redundancy
3564,2022-06-28,Termination (Involuntary),Redundancy
3569,2022-06-28,Termination (Involuntary),Redundancy
3576,2022-06-28,Termination (Involuntary),Redundancy
3591,2022-06-28,Termination (Involuntary),Redundancy
3674,2022-06-28,Termination (Involuntary),Redundancy
3757,2022-06-28,Termination (Involuntary),Redundancy
3774,2022-06-28,Termination (Involuntary),Redundancy
3816,2022-06-28,Termination (Involuntary),Redundancy
3833,2022-06-28,Termination (Involuntary),Redundancy
3838,2022-06-28,Termination (Involuntary),Redundancy
3847,2022-06-28,Termination (Involuntary),Redundancy
3863,2022-06-28,Termination (Involuntary),Redundancy
3876,2022-06-28,Termination (Involuntary),Redundancy
3891,2022-06-28,Termination (Involuntary),Redundancy
3936,2022-06-28,Termination (Involuntary),Redundancy
3966,2022-06-28,Termination (Involuntary),Redundancy
3979,2022-06-28,Termination (Involuntary),Redundancy
3996,2022-06-28,Termination (Involuntary),Redundancy
4027,2022-06-28,Termination (Involuntary),Redundancy
4049,2022-06-28,Termination (Involuntary),Redundancy
4053,2022-06-28,Termination (Involuntary),Redundancy
4068,2022-06-28,Termination (Involuntary),Redundancy
4177,2022-06-28,Termination (Involuntary),Redundancy
4193,2022-06-28,Termination (Involuntary),Redundancy
4200,2022-06-28,Termination (Involuntary),Redundancy
4206,2022-06-28,Termination (Involuntary),Redundancy
4224,2022-06-28,Termination (Involuntary),Redundancy
4226,2022-06-28,Termination (Involuntary),Redundancy
4229,2022-06-28,Termination (Involuntary),Redundancy
4242,2022-06-28,Termination (Involuntary),Redundancy
4253,2022-06-28,Termination (Involuntary),Redundancy
4258,2022-06-28,Termination (Involuntary),Redundancy
4372,2022-06-28,Termination (Involuntary),Redundancy
4402,2022-06-28,Termination (Involuntary),Redundancy
4440,2022-06-28,Termination (Involuntary),Redundancy
4442,2022-06-28,Termination (Involuntary),Redundancy
4449,2022-06-28,Termination (Involuntary),Redundancy
4468,2022-06-28,Termination (Involuntary),Redundancy
4476,2022-06-28,Termination (Involuntary),Redundancy
4480,2022-06-28,Termination (Involuntary),Redundancy
4497,2022-06-28,Termination (Involuntary),Redundancy
4498,2022-06-28,Termination (Involuntary),Redundancy
4499,2022-06-28,Termination (Involuntary),Redundancy
4634,2022-06-28,Termination (Involuntary),Redundancy
4670,2022-06-28,Termination (Involuntary),Redundancy
4676,2022-06-28,Termination (Involuntary),Redundancy
4685,2022-06-28,Termination (Involuntary),Redundancy
4696,2022-06-28,Termination (Involuntary),Redundancy
4831,2022-06-28,Termination (Involuntary),Redundancy
4880,2022-06-28,Termination (Involuntary),Redundancy
4890,2022-06-28,Termination (Involuntary),Redundancy
4905,2022-06-28,Termination (Involuntary),Redundancy
4911,2022-06-28,Termination (Involuntary),Redundancy
4914,2022-06-28,Termination (Involuntary),Redundancy
4921,2022-06-28,Termination (Involuntary),Redundancy
4940,2022-06-28,Termination (Involuntary),Redundancy
4948,2022-06-28,Termination (Involuntary),Redundancy
5083,2022-06-28,Termination (Involuntary),Redundancy
5090,2022-06-28,Termination (Involuntary),Redundancy
5119,2022-06-28,Termination (Involuntary),Redundancy
5149,2022-06-28,Termination (Involuntary),Redundancy
5151,2022-06-28,Termination (Involuntary),Redundancy
5154,2022-06-28,Termination (Involuntary),Redundancy
5155,2022-06-28,Termination (Involuntary),Redundancy
5163,2022-06-28,Termination (Involuntary),Redundancy
5254,2022-06-28,Termination (Involuntary),Redundancy
5464,2022-06-28,Termination (Involuntary),Redundancy
3733,2022-06-27,Termination (Involuntary),Redundancy
880,2022-06-25,Termination (Involuntary),Redundancy
1122,2022-06-25,Termination (Involuntary),Redundancy
1176,2022-06-25,Termination (Involuntary),Redundancy
1300,2022-06-25,Termination (Involuntary),Redundancy
1324,2022-06-25,Termination (Involuntary),Redundancy
1381,2022-06-25,Termination (Involuntary),Redundancy
1468,2022-06-25,Termination (Involuntary),Redundancy
1581,2022-06-25,Termination (Involuntary),Redundancy
1897,2022-06-25,Termination (Involuntary),Redundancy
1900,2022-06-25,Termination (Involuntary),Redundancy
1906,2022-06-25,Termination (Involuntary),Redundancy
1909,2022-06-25,Termination (Involuntary),Redundancy
1930,2022-06-25,Termination (Involuntary),Redundancy
2191,2022-06-25,Termination (Involuntary),Redundancy
2222,2022-06-25,Termination (Involuntary),Redundancy
2238,2022-06-25,Termination (Involuntary),Redundancy
2248,2022-06-25,Termination (Involuntary),Redundancy
2422,2022-06-25,Termination (Involuntary),Redundancy
2480,2022-06-25,Termination (Involuntary),Redundancy
2503,2022-06-25,Termination (Involuntary),Redundancy
2751,2022-06-25,Termination (Involuntary),Redundancy
3001,2022-06-25,Termination (Involuntary),Redundancy
3011,2022-06-25,Termination (Involuntary),Redundancy
3445,2022-06-25,Termination (Involuntary),Redundancy
3464,2022-06-25,Termination (Involuntary),Redundancy
3487,2022-06-25,Termination (Involuntary),Redundancy
3494,2022-06-25,Termination (Involuntary),Redundancy
3515,2022-06-25,Termination (Involuntary),Redundancy
3523,2022-06-25,Termination (Involuntary),Redundancy
3534,2022-06-25,Termination (Involuntary),Redundancy
3536,2022-06-25,Termination (Involuntary),Redundancy
3537,2022-06-25,Termination (Involuntary),Redundancy
3552,2022-06-25,Termination (Involuntary),Redundancy
3557,2022-06-25,Termination (Involuntary),Redundancy
3562,2022-06-25,Termination (Involuntary),Redundancy
3592,2022-06-25,Termination (Involuntary),Redundancy
3601,2022-06-25,Termination (Involuntary),Redundancy
3675,2022-06-25,Termination (Involuntary),Redundancy
3705,2022-06-25,Termination (Involuntary),Redundancy
3760,2022-06-25,Termination (Involuntary),Redundancy
3807,2022-06-25,Termination (Involuntary),Redundancy
3836,2022-06-25,Termination (Involuntary),Redundancy
3860,2022-06-25,Termination (Involuntary),Redundancy
3866,2022-06-25,Termination (Involuntary),Redundancy
3874,2022-06-25,Termination (Involuntary),Redundancy
3928,2022-06-25,Termination (Involuntary),Redundancy
3944,2022-06-25,Termination (Involuntary),Redundancy
4011,2022-06-25,Termination (Involuntary),Redundancy
4037,2022-06-25,Termination (Involuntary),Redundancy
4040,2022-06-25,Termination (Involuntary),Redundancy
4069,2022-06-25,Termination (Involuntary),Redundancy
4211,2022-06-25,Termination (Involuntary),Redundancy
4219,2022-06-25,Termination (Involuntary),Redundancy
4220,2022-06-25,Termination (Involuntary),Redundancy
4237,2022-06-25,Termination (Involuntary),Redundancy
4245,2022-06-25,Termination (Involuntary),Redundancy
4393,2022-06-25,Termination (Involuntary),Redundancy
4403,2022-06-25,Termination (Involuntary),Redundancy
4414,2022-06-25,Termination (Involuntary),Redundancy
4439,2022-06-25,Termination (Involuntary),Redundancy
4445,2022-06-25,Termination (Involuntary),Redundancy
4453,2022-06-25,Termination (Involuntary),Redundancy
4460,2022-06-25,Termination (Involuntary),Redundancy
4477,2022-06-25,Termination (Involuntary),Redundancy
4486,2022-06-25,Termination (Involuntary),Redundancy
4597,2022-06-25,Termination (Involuntary),Redundancy
4618,2022-06-25,Termination (Involuntary),Redundancy
4619,2022-06-25,Termination (Involuntary),Redundancy
4668,2022-06-25,Termination (Involuntary),Redundancy
4672,2022-06-25,Termination (Involuntary),Redundancy
4674,2022-06-25,Termination (Involuntary),Redundancy
4679,2022-06-25,Termination (Involuntary),Redundancy
4695,2022-06-25,Termination (Involuntary),Redundancy
4703,2022-06-25,Termination (Involuntary),Redundancy
4705,2022-06-25,Termination (Involuntary),Redundancy
4711,2022-06-25,Termination (Involuntary),Redundancy
4830,2022-06-25,Termination (Involuntary),Redundancy
4834,2022-06-25,Termination (Involuntary),Redundancy
4872,2022-06-25,Termination (Involuntary),Redundancy
4893,2022-06-25,Termination (Involuntary),Redundancy
4906,2022-06-25,Termination (Involuntary),Redundancy
4909,2022-06-25,Termination (Involuntary),Redundancy
4910,2022-06-25,Termination (Involuntary),Redundancy
4916,2022-06-25,Termination (Involuntary),Redundancy
4928,2022-06-25,Termination (Involuntary),Redundancy
4935,2022-06-25,Termination (Involuntary),Redundancy
4936,2022-06-25,Termination (Involuntary),Redundancy
5111,2022-06-25,Termination (Involuntary),Redundancy
5123,2022-06-25,Termination (Involuntary),Redundancy
5129,2022-06-25,Termination (Involuntary),Redundancy
5130,2022-06-25,Termination (Involuntary),Redundancy
5140,2022-06-25,Termination (Involuntary),Redundancy
5157,2022-06-25,Termination (Involuntary),Redundancy
5244,2022-06-25,Termination (Involuntary),Redundancy
5408,2022-06-25,Termination (Involuntary),Redundancy
5413,2022-06-25,Termination (Involuntary),Redundancy
5417,2022-06-25,Termination (Involuntary),Redundancy
5434,2022-06-25,Termination (Involuntary),Redundancy
5610,2022-06-25,Termination (Involuntary),Redundancy
5628,2022-06-25,Termination (Involuntary),Redundancy
5629,2022-06-25,Termination (Involuntary),Redundancy
5630,2022-06-25,Termination (Involuntary),Redundancy
5631,2022-06-25,Termination (Involuntary),Redundancy
5635,2022-06-25,Termination (Involuntary),Redundancy
427,2022-06-24,Termination (Involuntary),Redundancy
562,2022-06-24,Termination (Involuntary),Redundancy
595,2022-06-24,Termination (Involuntary),Redundancy
1003,2022-06-24,Termination (Involuntary),Redundancy
1170,2022-06-24,Termination (Involuntary),Redundancy
1231,2022-06-24,Termination (Involuntary),Redundancy
1302,2022-06-24,Termination (Involuntary),Redundancy
1311,2022-06-24,Termination (Involuntary),Redundancy
1369,2022-06-24,Termination (Involuntary),Redundancy
1455,2022-06-24,Termination (Involuntary),Redundancy
1490,2022-06-24,Termination (Involuntary),Redundancy
1719,2022-06-24,Termination (Involuntary),Redundancy
1728,2022-06-24,Termination (Involuntary),Redundancy
1742,2022-06-24,Termination (Involuntary),Redundancy
2044,2022-06-24,Termination (Involuntary),Redundancy
2056,2022-06-24,Termination (Involuntary),Redundancy
2065,2022-06-24,Termination (Involuntary),Redundancy
2082,2022-06-24,Termination (Involuntary),Redundancy
2123,2022-06-24,Termination (Involuntary),Redundancy
2199,2022-06-24,Termination (Involuntary),Redundancy
2208,2022-06-24,Termination (Involuntary),Redundancy
2282,2022-06-24,Termination (Involuntary),Redundancy
2307,2022-06-24,Termination (Involuntary),Redundancy
2419,2022-06-24,Termination (Involuntary),Redundancy
2749,2022-06-24,Termination (Involuntary),Redundancy
3039,2022-06-24,Termination (Involuntary),Redundancy
3443,2022-06-24,Termination (Involuntary),Redundancy
3446,2022-06-24,Termination (Involuntary),Redundancy
3540,2022-06-24,Termination (Involuntary),Redundancy
3566,2022-06-24,Termination (Involuntary),Redundancy
3574,2022-06-24,Termination (Involuntary),Redundancy
3581,2022-06-24,Termination (Involuntary),Redundancy
3604,2022-06-24,Termination (Involuntary),Redundancy
3673,2022-06-24,Termination (Involuntary),Redundancy
3706,2022-06-24,Termination (Involuntary),Redundancy
3743,2022-06-24,Termination (Involuntary),Redundancy
3749,2022-06-24,Termination (Involuntary),Redundancy
3762,2022-06-24,Termination (Involuntary),Redundancy
3798,2022-06-24,Termination (Involuntary),Redundancy
3803,2022-06-24,Termination (Involuntary),Redundancy
3817,2022-06-24,Termination (Involuntary),Redundancy
3818,2022-06-24,Termination (Involuntary),Redundancy
3839,2022-06-24,Termination (Involuntary),Redundancy
3865,2022-06-24,Termination (Involuntary),Redundancy
3868,2022-06-24,Termination (Involuntary),Redundancy
3955,2022-06-24,Termination (Involuntary),Redundancy
3960,2022-06-24,Termination (Involuntary),Redundancy
3984,2022-06-24,Termination (Involuntary),Redundancy
4025,2022-06-24,Termination (Involuntary),Redundancy
4066,2022-06-24,Termination (Involuntary),Redundancy
4175,2022-06-24,Termination (Involuntary),Redundancy
4178,2022-06-24,Termination (Involuntary),Redundancy
4212,2022-06-24,Termination (Involuntary),Redundancy
4216,2022-06-24,Termination (Involuntary),Redundancy
4222,2022-06-24,Termination (Involuntary),Redundancy
4232,2022-06-24,Termination (Involuntary),Redundancy
4238,2022-06-24,Termination (Involuntary),Redundancy
4260,2022-06-24,Termination (Involuntary),Redundancy
